dt,sensor,value
2019-01-01 01:37:20,u1,0.4046502966241344
2019-01-01 01:37:20,u2,0.0527335424134275
2019-01-01 01:37:30,u1,0.4128945600545224
2019-01-01 01:37:30,u2,0.008
2019-01-01 01:37:30,y1,0.7302567381696333
2019-01-01 01:37:30,y2,0.7914288538260997
2019-01-01 01:37:30,y3,0.5361390372191688
2019-01-01 01:37:30,y4,0.41876256713781945
2019-01-01 01:37:40,y4,0.4060259552711652
2019-01-01 01:37:40,y1,0.7271935726492031
2019-01-01 01:37:40,y3,0.5403655174049113
2019-01-01 01:37:40,u1,0.406123229698132
2019-01-01 01:37:40,u2,0.0563012909063054
2019-01-01 01:37:40,y2,0.7863820367526954
2019-01-01 01:37:50,u1,0.3993518993417417
2019-01-01 01:37:50,u2,0.11119386109744132
2019-01-01 01:37:50,y1,0.7241791550651719
2019-01-01 01:37:50,y2,0.7812539437048631
2019-01-01 01:37:50,y3,0.5441927716133651
2019-01-01 01:37:50,y4,0.39619113534374795
2019-01-01 01:38:00,y2,0.776074374887295
2019-01-01 01:38:00,y4,0.3872857374936792
2019-01-01 01:38:00,y3,0.547866112921771
2019-01-01 01:38:00,y1,0.7212163830470735
2019-01-01 01:38:00,u1,0.4021944684415092
2019-01-01 01:38:00,u2,0.08711834576395036
2019-01-01 01:38:10,u1,0.40503703754127657
2019-01-01 01:38:10,u2,0.06304283043045937
2019-01-01 01:38:10,y1,0.7183028465668536
2019-01-01 01:38:10,y2,0.7708371632698173
2019-01-01 01:38:10,y3,0.5516259792016129
2019-01-01 01:38:10,y4,0.37734433662074907
2019-01-01 01:38:20,y4,0.3682573172922642
2019-01-01 01:38:20,y3,0.5543141244924371
2019-01-01 01:38:20,y2,0.7655349362276193
2019-01-01 01:38:20,y1,0.7154324244861973
2019-01-01 01:38:20,u1,0.3613636558455841
2019-01-01 01:38:20,u2,0.1142095719070402
2019-01-01 01:38:30,u1,0.31769027414989137
2019-01-01 01:38:30,u2,0.165376313383621
2019-01-01 01:38:30,y1,0.7125900120874364
2019-01-01 01:38:30,y2,0.7601920214278118
2019-01-01 01:38:30,y3,0.5547950621170624
2019-01-01 01:38:30,y4,0.3618696279850579
2019-01-01 01:38:40,y3,0.5538744340100229
2019-01-01 01:38:40,y2,0.7548369509316815
2019-01-01 01:38:40,y4,0.3571918350581301
2019-01-01 01:38:40,u2,0.17865193356071465
2019-01-01 01:38:40,y1,0.7097608441097323
2019-01-01 01:38:40,u1,0.3050922009473448
2019-01-01 01:38:50,u1,0.29249412774479816
2019-01-01 01:38:50,u2,0.1919275537378083
2019-01-01 01:38:50,y1,0.7069382561134346
2019-01-01 01:38:50,y2,0.7494826917875476
2019-01-01 01:38:50,y3,0.5523421648340147
2019-01-01 01:38:50,y4,0.3532575666043068
2019-01-01 01:39:00,y4,0.3510898280307753
2019-01-01 01:39:00,y3,0.5523137871962017
2019-01-01 01:39:00,y2,0.7441454770380823
2019-01-01 01:39:00,u2,0.24691332441760455
2019-01-01 01:39:00,u1,0.36457382176299297
2019-01-01 01:39:00,y1,0.7041273129366648
2019-01-01 01:39:10,u1,0.4366535157811877
2019-01-01 01:39:10,u2,0.3018990950974009
2019-01-01 01:39:10,y1,0.7013712628493904
2019-01-01 01:39:10,y2,0.7388700163612414
2019-01-01 01:39:10,y3,0.5558631176649018
2019-01-01 01:39:10,y4,0.35168596887360604
2019-01-01 01:39:20,y4,0.35426112775866075
2019-01-01 01:39:20,y3,0.5620493913698408
2019-01-01 01:39:20,y2,0.7337023177551341
2019-01-01 01:39:20,u2,0.32735173002691137
2019-01-01 01:39:20,u1,0.4730321209382374
2019-01-01 01:39:20,y1,0.6987170218278321
2019-01-01 01:39:30,u1,0.5094107260952871
2019-01-01 01:39:30,u2,0.3528043649564219
2019-01-01 01:39:30,y1,0.6961921780622559
2019-01-01 01:39:30,y2,0.728668754378597
2019-01-01 01:39:30,y3,0.5699505626058925
2019-01-01 01:39:30,y4,0.35804971040374794
2019-01-01 01:39:40,y1,0.6938127759483955
2019-01-01 01:39:40,y4,0.36374404255835385
2019-01-01 01:39:40,y3,0.5777877876060721
2019-01-01 01:39:40,u2,0.4070027844649553
2019-01-01 01:39:40,u1,0.4752637397031421
2019-01-01 01:39:40,y2,0.7237918677125866
2019-01-01 01:39:50,y3,0.5838166537057418
2019-01-01 01:39:50,u1,0.4411167533109969
2019-01-01 01:39:50,u2,0.4612012039734888
2019-01-01 01:39:50,y1,0.6915705288296665
2019-01-01 01:39:50,y2,0.7191000575606848
2019-01-01 01:39:50,y4,0.3720200821805632
2019-01-01 01:40:00,y3,0.5876000817658815
2019-01-01 01:40:00,y4,0.3795708709182072
2019-01-01 01:40:00,y2,0.7146055435926384
2019-01-01 01:40:00,y1,0.6894458252019515
2019-01-01 01:40:00,u2,0.3841375458453084
2019-01-01 01:40:00,u1,0.38833518172543613
2019-01-01 01:40:10,u1,0.3355536101398757
2019-01-01 01:40:10,u2,0.307073887717128
2019-01-01 01:40:10,y1,0.6873971904831147
2019-01-01 01:40:10,y2,0.7102561135855449
2019-01-01 01:40:10,y3,0.5887091193586397
2019-01-01 01:40:10,y4,0.38316826402947257
2019-01-01 01:40:20,y4,0.38367519459401817
2019-01-01 01:40:20,y3,0.5866417391695092
2019-01-01 01:40:20,y2,0.7059895258872985
2019-01-01 01:40:20,y1,0.6853779903141209
2019-01-01 01:40:20,u2,0.26189058630767065
2019-01-01 01:40:20,u1,0.2610517188959129
2019-01-01 01:40:30,u1,0.18654982765195027
2019-01-01 01:40:30,u2,0.2167072848982134
2019-01-01 01:40:30,y1,0.6833384443292171
2019-01-01 01:40:30,y2,0.7017587014305442
2019-01-01 01:40:30,y3,0.5809057825898111
2019-01-01 01:40:30,y4,0.3819340603933452
2019-01-01 01:40:40,y4,0.383064429150796
2019-01-01 01:40:40,y3,0.5752059859637194
2019-01-01 01:40:40,y2,0.6975488053129483
2019-01-01 01:40:40,u2,0.3759250312192916
2019-01-01 01:40:40,u1,0.2588197116309765
2019-01-01 01:40:40,y1,0.6812488711925567
2019-01-01 01:40:50,u1,0.33108959561000273
2019-01-01 01:40:50,u2,0.5351427775403699
2019-01-01 01:40:50,y1,0.6791604688080843
2019-01-01 01:40:50,y2,0.6934553110840989
2019-01-01 01:40:50,y3,0.5731760044961639
2019-01-01 01:40:50,y4,0.39206507657855344
2019-01-01 01:41:00,y1,0.6771287045114655
2019-01-01 01:41:00,y4,0.40217634081052217
2019-01-01 01:41:00,y3,0.5731607833748962
2019-01-01 01:41:00,u2,0.4278938839905728
2019-01-01 01:41:00,u1,0.3389704574261587
2019-01-01 01:41:00,y2,0.6895636121146831
2019-01-01 01:41:10,y3,0.5735369587780845
2019-01-01 01:41:10,u1,0.3468513192423148
2019-01-01 01:41:10,u2,0.32064499044077555
2019-01-01 01:41:10,y1,0.6751517522320634
2019-01-01 01:41:10,y2,0.6858261800671304
2019-01-01 01:41:10,y4,0.4067964630173348
2019-01-01 01:41:20,y2,0.6821731276691078
2019-01-01 01:41:20,y3,0.5721144899503977
2019-01-01 01:41:20,y4,0.40793307596655465
2019-01-01 01:41:20,y1,0.6732081872015094
2019-01-01 01:41:20,u1,0.2669313270927877
2019-01-01 01:41:20,u2,0.2903283622243722
2019-01-01 01:41:30,u1,0.18701133494326064
2019-01-01 01:41:30,u2,0.26001173400796884
2019-01-01 01:41:30,y1,0.6712523128730264
2019-01-01 01:41:30,y2,0.6785639360670663
2019-01-01 01:41:30,y3,0.5667458470488709
2019-01-01 01:41:30,y4,0.4075473829634312
2019-01-01 01:41:40,y4,0.4053947435352646
2019-01-01 01:41:40,y3,0.5600768971380189
2019-01-01 01:41:40,y2,0.6749671285018229
2019-01-01 01:41:40,u2,0.21879916115276926
2019-01-01 01:41:40,u1,0.2111206455130356
2019-01-01 01:41:40,y1,0.6692429871104554
2019-01-01 01:41:50,u1,0.2352299560828105
2019-01-01 01:41:50,u2,0.17758658829756965
2019-01-01 01:41:50,y1,0.6671790044636284
2019-01-01 01:41:50,y2,0.6713570808887002
2019-01-01 01:41:50,y3,0.5547024659658001
2019-01-01 01:41:50,y4,0.4012364406394748
2019-01-01 01:42:00,y4,0.3966515490401812
2019-01-01 01:42:00,y3,0.546905723550559
2019-01-01 01:42:00,y2,0.6677134971555644
2019-01-01 01:42:00,y1,0.6650561324522062
2019-01-01 01:42:00,u2,0.19849674781145715
2019-01-01 01:42:00,u1,0.11067607954316737
2019-01-01 01:42:10,u1,0.01
2019-01-01 01:42:10,u2,0.2194069073253446
2019-01-01 01:42:10,y1,0.6628189555171866
2019-01-01 01:42:10,y2,0.6640305358158184
2019-01-01 01:42:10,y3,0.5331902911765384
2019-01-01 01:42:10,y4,0.3931829140332423
2019-01-01 01:42:20,y4,0.3881623485960803
2019-01-01 01:42:20,y3,0.5191035603605614
2019-01-01 01:42:20,y2,0.6602995010821404
2019-01-01 01:42:20,y1,0.6604211771297301
2019-01-01 01:42:20,u2,0.1337318041735338
2019-01-01 01:42:20,u1,0.08710666089836687
2019-01-01 01:42:30,u1,0.1880911187932096
2019-01-01 01:42:30,u2,0.04805670102172303
2019-01-01 01:42:30,y1,0.6578892134275753
2019-01-01 01:42:30,y2,0.6564830399053213
2019-01-01 01:42:30,y3,0.5101027253743755
2019-01-01 01:42:30,y4,0.3789844921189874
2019-01-01 01:42:40,y3,0.505259687500935
2019-01-01 01:42:40,y4,0.3687647410601202
2019-01-01 01:42:40,y2,0.6525516273646476
2019-01-01 01:42:40,u2,0.08470683360763821
2019-01-01 01:42:40,y1,0.6552720605557288
2019-01-01 01:42:40,u1,0.2492361626515251
2019-01-01 01:42:50,u1,0.3103812065098406
2019-01-01 01:42:50,u2,0.1213569661935534
2019-01-01 01:42:50,y1,0.6526165252776422
2019-01-01 01:42:50,y2,0.6485301735091636
2019-01-01 01:42:50,y3,0.5035250360739524
2019-01-01 01:42:50,y4,0.3605454585098453
2019-01-01 01:43:00,y2,0.6444383418027564
2019-01-01 01:43:00,y4,0.3507229662618939
2019-01-01 01:43:00,y3,0.5037568670916751
2019-01-01 01:43:00,y1,0.6499592726155917
2019-01-01 01:43:00,u2,0.01435967817287043
2019-01-01 01:43:00,u1,0.32754260145267833
2019-01-01 01:43:10,u1,0.3447039963955162
2019-01-01 01:43:10,u2,0.008
2019-01-01 01:43:10,y1,0.6473031933617422
2019-01-01 01:43:10,y2,0.6402316960254428
2019-01-01 01:43:10,y3,0.5048365219509233
2019-01-01 01:43:10,y4,0.3381628131305677
2019-01-01 01:43:20,y3,0.505646308780702
2019-01-01 01:43:20,y2,0.6358975745095835
2019-01-01 01:43:20,y4,0.3258025974725077
2019-01-01 01:43:20,y1,0.644650204446402
2019-01-01 01:43:20,u1,0.3174520194178295
2019-01-01 01:43:20,u2,0.008
2019-01-01 01:43:30,u1,0.2902000424401429
2019-01-01 01:43:30,u2,0.008
2019-01-01 01:43:30,y1,0.6419879196190377
2019-01-01 01:43:30,y2,0.6314349310792244
2019-01-01 01:43:30,y3,0.5050915380275224
2019-01-01 01:43:30,y4,0.31367987117758195
2019-01-01 01:43:40,y4,0.3021411482011642
2019-01-01 01:43:40,y3,0.5032340929627682
2019-01-01 01:43:40,y2,0.6268425689425539
2019-01-01 01:43:40,u2,0.042340857494607136
2019-01-01 01:43:40,u1,0.26458777886284324
2019-01-01 01:43:40,y1,0.6393001852689549
2019-01-01 01:43:50,u1,0.2389755152855436
2019-01-01 01:43:50,u2,0.151382395465504
2019-01-01 01:43:50,y1,0.6365798333040724
2019-01-01 01:43:50,y2,0.6221511045124323
2019-01-01 01:43:50,y3,0.5001347598673429
2019-01-01 01:43:50,y4,0.294893240819393
2019-01-01 01:44:00,y3,0.4986079548955504
2019-01-01 01:44:00,y4,0.2898103238601001
2019-01-01 01:44:00,y2,0.6174258984048365
2019-01-01 01:44:00,y1,0.6338398072998292
2019-01-01 01:44:00,u2,0.12438100178632724
2019-01-01 01:44:00,u1,0.32574877194258844
2019-01-01 01:44:10,u1,0.4125220285996332
2019-01-01 01:44:10,u2,0.09737960810715053
2019-01-01 01:44:10,y1,0.6311223829478015
2019-01-01 01:44:10,y2,0.6126755922740872
2019-01-01 01:44:10,y3,0.5014097377230269
2019-01-01 01:44:10,y4,0.2834946816649173
2019-01-01 01:44:20,y4,0.2761557685750708
2019-01-01 01:44:20,y3,0.5055732026326941
2019-01-01 01:44:20,y2,0.6078909399561385
2019-01-01 01:44:20,y1,0.6284635478581159
2019-01-01 01:44:20,u2,0.07774058128079117
2019-01-01 01:44:20,u1,0.3826987708187837
2019-01-01 01:44:30,u1,0.3528755130379341
2019-01-01 01:44:30,u2,0.058101554454431825
2019-01-01 01:44:30,y1,0.6258510716719698
2019-01-01 01:44:30,y2,0.6030544506320081
2019-01-01 01:44:30,y3,0.5081926972019938
2019-01-01 01:44:30,y4,0.2679982796901958
2019-01-01 01:44:40,y4,0.26054787528283835
2019-01-01 01:44:40,y3,0.5121303156785556
2019-01-01 01:44:40,y2,0.5981582686699235
2019-01-01 01:44:40,u2,0.0991331900977608
2019-01-01 01:44:40,u1,0.43716587194587614
2019-01-01 01:44:40,y1,0.6232753172005809
2019-01-01 01:44:50,u1,0.5214562308538182
2019-01-01 01:44:50,u2,0.1401648257410898
2019-01-01 01:44:50,y1,0.6207818966306556
2019-01-01 01:44:50,y2,0.5932408343565917
2019-01-01 01:44:50,y3,0.5201896434139529
2019-01-01 01:44:50,y4,0.2552867148008774
2019-01-01 01:45:00,y1,0.618420357600299
2019-01-01 01:45:00,y4,0.2524531201332732
2019-01-01 01:45:00,y3,0.5302851090803572
2019-01-01 01:45:00,u2,0.19265377391859967
2019-01-01 01:45:00,u1,0.5243932397043899
2019-01-01 01:45:00,y2,0.5883512244062018
2019-01-01 01:45:10,y3,0.5403739551322518
2019-01-01 01:45:10,u1,0.5273302485549617
2019-01-01 01:45:10,u2,0.2451427220961097
2019-01-01 01:45:10,y1,0.6162072095489433
2019-01-01 01:45:10,y2,0.583536003462347
2019-01-01 01:45:10,y4,0.2522769884751323
2019-01-01 01:45:20,y3,0.5505142971608611
2019-01-01 01:45:20,y4,0.2530270476955852
2019-01-01 01:45:20,y2,0.5788302959026368
2019-01-01 01:45:20,y1,0.6141484839467787
2019-01-01 01:45:20,u2,0.23020355657214
2019-01-01 01:45:20,u1,0.5325420732796774
2019-01-01 01:45:30,u1,0.5377538980043931
2019-01-01 01:45:30,u2,0.2152643910481704
2019-01-01 01:45:30,y1,0.6122411272597873
2019-01-01 01:45:30,y2,0.5742292677904324
2019-01-01 01:45:30,y3,0.5607630800048083
2019-01-01 01:45:30,y4,0.253021975891541
2019-01-01 01:45:40,y4,0.2527972315343903
2019-01-01 01:45:40,y3,0.5737811170779904
2019-01-01 01:45:40,y2,0.5697242883315702
2019-01-01 01:45:40,u2,0.2212383657335547
2019-01-01 01:45:40,u1,0.6499278193974699
2019-01-01 01:45:40,y1,0.6104911034044712
2019-01-01 01:45:50,u1,0.7621017407905467
2019-01-01 01:45:50,u2,0.22721234041893906
2019-01-01 01:45:50,y1,0.6089477308015743
2019-01-01 01:45:50,y2,0.5653292053775811
2019-01-01 01:45:50,y3,0.5921783866664763
2019-01-01 01:45:50,y4,0.25287281610536944
2019-01-01 01:46:00,y3,0.6127367554486729
2019-01-01 01:46:00,y4,0.25248361893293103
2019-01-01 01:46:00,y2,0.5610549788624168
2019-01-01 01:46:00,y1,0.6076545978263969
2019-01-01 01:46:00,u2,0.20262038786215414
2019-01-01 01:46:00,u1,0.7478832902038925
2019-01-01 01:46:10,u1,0.7336648396172383
2019-01-01 01:46:10,u2,0.1780284353053692
2019-01-01 01:46:10,y1,0.606600796234327
2019-01-01 01:46:10,y2,0.5568823697642601
2019-01-01 01:46:10,y3,0.6323003521195499
2019-01-01 01:46:10,y4,0.2508867705259088
2019-01-01 01:46:20,y4,0.2472789176607863
2019-01-01 01:46:20,y3,0.6537022432980931
2019-01-01 01:46:20,y2,0.5527831439080889
2019-01-01 01:46:20,y1,0.6057723583315832
2019-01-01 01:46:20,u2,0.11999655233969547
2019-01-01 01:46:20,u1,0.8325598797827828
2019-01-01 01:46:30,u1,0.9314549199483272
2019-01-01 01:46:30,u2,0.06196466937402177
2019-01-01 01:46:30,y1,0.6051913005939366
2019-01-01 01:46:30,y2,0.5487202186987944
2019-01-01 01:46:30,y3,0.6797243172508272
2019-01-01 01:46:30,y4,0.2408811550402664
2019-01-01 01:46:40,y4,0.2329819665958498
2019-01-01 01:46:40,y3,0.7057652924271355
2019-01-01 01:46:40,y2,0.5446570652747423
2019-01-01 01:46:40,y1,0.6048713197580272
2019-01-01 01:46:40,u2,0.0532941631902489
2019-01-01 01:46:40,u1,0.8477114486715984
2019-01-01 01:46:50,u1,0.7639679773948694
2019-01-01 01:46:50,u2,0.044623657006476
2019-01-01 01:46:50,y1,0.6047684877875799
2019-01-01 01:46:50,y2,0.5405704783812946
2019-01-01 01:46:50,y3,0.7273053019237832
2019-01-01 01:46:50,y4,0.22483339081979148
2019-01-01 01:47:00,y4,0.21849547342194087
2019-01-01 01:47:00,y3,0.7469586839998229
2019-01-01 01:47:00,y2,0.5364565027158028
2019-01-01 01:47:00,y1,0.6048400364402595
2019-01-01 01:47:00,u2,0.11864193271800624
2019-01-01 01:47:00,u1,0.7827249060022915
2019-01-01 01:47:10,u1,0.8014818346097138
2019-01-01 01:47:10,u2,0.19266020842953646
2019-01-01 01:47:10,y1,0.6050932966966176
2019-01-01 01:47:10,y2,0.5323720920086376
2019-01-01 01:47:10,y3,0.7672937443026373
2019-01-01 01:47:10,y4,0.21596313829667899
2019-01-01 01:47:20,y4,0.2131249989971389
2019-01-01 01:47:20,y3,0.7894135698954137
2019-01-01 01:47:20,y2,0.5283639517477476
2019-01-01 01:47:20,y1,0.6055447426468813
2019-01-01 01:47:20,u2,0.10449342978836086
2019-01-01 01:47:20,u1,0.8647540386147446
2019-01-01 01:47:30,u1,0.9280262426197756
2019-01-01 01:47:30,u2,0.016326651147185258
2019-01-01 01:47:30,y1,0.6061991094777215
2019-01-01 01:47:30,y2,0.5243792737523021
2019-01-01 01:47:30,y3,0.8144035156784923
2019-01-01 01:47:30,y4,0.20599854558778435
2019-01-01 01:47:40,y4,0.1975965707245124
2019-01-01 01:47:40,y3,0.8382018263903527
2019-01-01 01:47:40,y2,0.5203560441442474
2019-01-01 01:47:40,u2,0.045408824764153866
2019-01-01 01:47:40,u1,0.8293952319919329
2019-01-01 01:47:40,y1,0.6070485659673379
2019-01-01 01:47:50,u1,0.7307642213640899
2019-01-01 01:47:50,u2,0.07449099838112247
2019-01-01 01:47:50,y1,0.6080523693141046
2019-01-01 01:47:50,y2,0.5162953378289915
2019-01-01 01:47:50,y3,0.8568119734683766
2019-01-01 01:47:50,y4,0.19083729333868654
2019-01-01 01:48:00,y3,0.8738155660508101
2019-01-01 01:48:00,y4,0.1841977265899
2019-01-01 01:48:00,y1,0.6091731818980681
2019-01-01 01:48:00,u2,0.043657510104252735
2019-01-01 01:48:00,u1,0.7733738310058377
2019-01-01 01:48:00,y2,0.5122078241624253
2019-01-01 01:48:10,u1,0.8159834406475853
2019-01-01 01:48:10,u2,0.012824021827382985
2019-01-01 01:48:10,y1,0.6104096767856908
2019-01-01 01:48:10,y2,0.5080751929848382
2019-01-01 01:48:10,y3,0.8927368844690972
2019-01-01 01:48:10,y4,0.17620552288459246
2019-01-01 01:48:20,y2,0.5038763093282552
2019-01-01 01:48:20,u1,0.7596923865843934
2019-01-01 01:48:20,u2,0.022317757725529887
2019-01-01 01:48:20,y1,0.6117625366095595
2019-01-01 01:48:20,y3,0.9110928769650288
2019-01-01 01:48:20,y4,0.16789934354823144
2019-01-01 01:48:30,y3,0.9264387737485889
2019-01-01 01:48:30,y2,0.4996105319450039
2019-01-01 01:48:30,y4,0.1602828944652719
2019-01-01 01:48:30,u2,0.03181149362367679
2019-01-01 01:48:30,u1,0.7034013325212016
2019-01-01 01:48:30,y1,0.6132089734542869
2019-01-01 01:48:40,y4,0.15207046855967718
2019-01-01 01:48:40,y3,0.9381535804402652
2019-01-01 01:48:40,y2,0.4952706045901069
2019-01-01 01:48:40,u2,0.008
2019-01-01 01:48:40,u1,0.6207274667392436
2019-01-01 01:48:40,y1,0.6147168182919139
2019-01-01 01:48:50,u1,0.5380536009572857
2019-01-01 01:48:50,u2,0.008
2019-01-01 01:48:50,y1,0.6162441678656846
2019-01-01 01:48:50,y2,0.4908345791942252
2019-01-01 01:48:50,y3,0.9456250017019244
2019-01-01 01:48:50,y4,0.14395077933603548
2019-01-01 01:49:00,u1,0.5322615314603995
2019-01-01 01:49:00,u2,0.008
2019-01-01 01:49:00,y1,0.6177580856019905
2019-01-01 01:49:00,y2,0.4862963062145314
2019-01-01 01:49:00,y3,0.9508163272962414
2019-01-01 01:49:00,y4,0.1360646640330728
2019-01-01 01:49:10,y2,0.4816665129037713
2019-01-01 01:49:10,y1,0.6192524666050185
2019-01-01 01:49:10,y3,0.9556610637522229
2019-01-01 01:49:10,u1,0.5264694619635132
2019-01-01 01:49:10,u2,0.08804029266754812
2019-01-01 01:49:10,y4,0.13000543231672498
2019-01-01 01:49:20,y3,0.960856295477069
2019-01-01 01:49:20,y4,0.12554713491279276
2019-01-01 01:49:20,y2,0.4770057533439873
2019-01-01 01:49:20,u1,0.5485034268845391
2019-01-01 01:49:20,u2,0.05047177085369133
2019-01-01 01:49:20,y1,0.6207412522569035
2019-01-01 01:49:30,u1,0.5705373918055651
2019-01-01 01:49:30,u2,0.012903249039834528
2019-01-01 01:49:30,y1,0.6222274618691412
2019-01-01 01:49:30,y2,0.4722997113657284
2019-01-01 01:49:30,y3,0.96708867472616
2019-01-01 01:49:30,y4,0.11937694714805708
2019-01-01 01:49:40,y4,0.11274946027237767
2019-01-01 01:49:40,y3,0.9729887874140154
2019-01-01 01:49:40,y2,0.467514898986008
2019-01-01 01:49:40,u2,0.02371035391606906
2019-01-01 01:49:40,u1,0.5380474208352485
2019-01-01 01:49:40,y1,0.62370719061337
2019-01-01 01:49:50,u1,0.5055574498649318
2019-01-01 01:49:50,u2,0.0345174587923036
2019-01-01 01:49:50,y1,0.6251704930895688
2019-01-01 01:49:50,y2,0.4626547077827983
2019-01-01 01:49:50,y3,0.9772076080321814
2019-01-01 01:49:50,y4,0.10686840295054884
2019-01-01 01:50:00,y3,0.9787175664379146
2019-01-01 01:50:00,y4,0.100295974449963
2019-01-01 01:50:00,y2,0.4577153039575829
2019-01-01 01:50:00,y1,0.6265992952534315
2019-01-01 01:50:00,u2,0.008
2019-01-01 01:50:00,u1,0.4310541750652239
2019-01-01 01:50:10,u1,0.3565509002655161
2019-01-01 01:50:10,u2,0.008
2019-01-01 01:50:10,y1,0.6279591424593935
2019-01-01 01:50:10,y2,0.4526718449332383
2019-01-01 01:50:10,y3,0.9765063267015808
2019-01-01 01:50:10,y4,0.0937976008563088
2019-01-01 01:50:20,y4,0.08753001171638736
2019-01-01 01:50:20,y3,0.97298788660018
2019-01-01 01:50:20,y2,0.4475203452968755
2019-01-01 01:50:20,y1,0.6292252163982899
2019-01-01 01:50:20,u2,0.008
2019-01-01 01:50:20,u1,0.37730333194448346
2019-01-01 01:50:30,u1,0.3980557636234509
2019-01-01 01:50:30,u2,0.008
2019-01-01 01:50:30,y1,0.6304014237364782
2019-01-01 01:50:30,y2,0.4422640825341223
2019-01-01 01:50:30,y3,0.9705405390920772
2019-01-01 01:50:30,y4,0.08149269789687248
2019-01-01 01:50:40,y4,0.07568511440539973
2019-01-01 01:50:40,y3,0.9681456804848724
2019-01-01 01:50:40,y2,0.4369073388198057
2019-01-01 01:50:40,y1,0.6314955977851778
2019-01-01 01:50:40,u2,0.008
2019-01-01 01:50:40,u1,0.378390065829816
2019-01-01 01:50:50,u1,0.358724368036181
2019-01-01 01:50:50,u2,0.008
2019-01-01 01:50:50,y1,0.6325034340972062
2019-01-01 01:50:50,y2,0.4314513922058612
2019-01-01 01:50:50,y3,0.9647998547984108
2019-01-01 01:50:50,y4,0.07010667656779676
2019-01-01 01:51:00,y4,0.06475675565496722
2019-01-01 01:51:00,y3,0.9619813785934233
2019-01-01 01:51:00,y2,0.42589794159983096
2019-01-01 01:51:00,y1,0.6334221553101169
2019-01-01 01:51:00,u2,0.008
2019-01-01 01:51:00,u1,0.3979837428628625
2019-01-01 01:51:10,u1,0.4372431176895441
2019-01-01 01:51:10,u2,0.008
2019-01-01 01:51:10,y1,0.6342665865723187
2019-01-01 01:51:10,y2,0.4202531214156784
2019-01-01 01:51:10,y3,0.9611464687226328
2019-01-01 01:51:10,y4,0.059634673858954323
2019-01-01 01:51:20,y4,0.054739698495372524
2019-01-01 01:51:20,y3,0.9598954842431342
2019-01-01 01:51:20,y1,0.6350484525347819
2019-01-01 01:51:20,u2,0.008
2019-01-01 01:51:20,u1,0.3810490431099095
2019-01-01 01:51:20,y2,0.41452232176537895
2019-01-01 01:51:30,u1,0.3248549685302749
2019-01-01 01:51:30,u2,0.04644554236736369
2019-01-01 01:51:30,y1,0.6357523948697351
2019-01-01 01:51:30,y2,0.4087101717670192
2019-01-01 01:51:30,y3,0.9558646853948369
2019-01-01 01:51:30,y4,0.05074815850735466
2019-01-01 01:51:40,u2,0.12130364871752936
2019-01-01 01:51:40,u1,0.33216149749466595
2019-01-01 01:51:40,y1,0.6363785463213759
2019-01-01 01:51:40,y2,0.4028904651558318
2019-01-01 01:51:40,y3,0.9506669784320536
2019-01-01 01:51:40,y4,0.0499870306177528
2019-01-01 01:51:50,y2,0.3972031474043769
2019-01-01 01:51:50,y1,0.6369618305900602
2019-01-01 01:51:50,y3,0.9458912262889382
2019-01-01 01:51:50,u1,0.33946802645905705
2019-01-01 01:51:50,u2,0.19616175506769495
2019-01-01 01:51:50,y4,0.05291489270606297
2019-01-01 01:52:00,y3,0.9414444983334049
2019-01-01 01:52:00,y4,0.05813440227710408
2019-01-01 01:52:00,y2,0.3917675935281885
2019-01-01 01:52:00,u1,0.3432292858261152
2019-01-01 01:52:00,u2,0.22118976246174885
2019-01-01 01:52:00,y1,0.6375363471919347
2019-01-01 01:52:10,u1,0.3469905451931735
2019-01-01 01:52:10,u2,0.2462177698558027
2019-01-01 01:52:10,y1,0.6381157913850437
2019-01-01 01:52:10,y2,0.3866254848620441
2019-01-01 01:52:10,y3,0.937235223989918
2019-01-01 01:52:10,y4,0.0643431510100189
2019-01-01 01:52:20,y4,0.0728663981426615
2019-01-01 01:52:20,y3,0.9335937979580968
2019-01-01 01:52:20,y2,0.3818115738805898
2019-01-01 01:52:20,y1,0.6387128251716697
2019-01-01 01:52:20,u2,0.32619792763423283
2019-01-01 01:52:20,u1,0.36412211966098973
2019-01-01 01:52:30,u1,0.38125369412880616
2019-01-01 01:52:30,u2,0.406178085412663
2019-01-01 01:52:30,y1,0.6393562949483769
2019-01-01 01:52:30,y2,0.37741014006028994
2019-01-01 01:52:30,y3,0.9308455515913884
2019-01-01 01:52:30,y4,0.08496727704598928
2019-01-01 01:52:40,y4,0.098558750286512
2019-01-01 01:52:40,y3,0.9233653447911132
2019-01-01 01:52:40,y2,0.3734745805737073
2019-01-01 01:52:40,u2,0.4058393461886587
2019-01-01 01:52:40,u1,0.17292361514268195
2019-01-01 01:52:40,y1,0.6400521305250594
2019-01-01 01:52:50,u1,0.01
2019-01-01 01:52:50,u2,0.4055006069646546
2019-01-01 01:52:50,y1,0.6407166901978076
2019-01-01 01:52:50,y2,0.3699546343406212
2019-01-01 01:52:50,y3,0.9059485610763476
2019-01-01 01:52:50,y4,0.11166179796112703
2019-01-01 01:53:00,y1,0.6412763930412305
2019-01-01 01:53:00,y4,0.12426602007025545
2019-01-01 01:53:00,y3,0.8866374650263014
2019-01-01 01:53:00,u2,0.4029558887473152
